,title,link
3873,Business Development Manager at Temenos Group,https://www.myjobmag.co.ke/job/70064/business-development-manager-temenos-group
3874,Human Resources Business Partner at Equity Bank Kenya,https://www.myjobmag.co.ke/job/70014/human-resources-business-partner-equity-bank-kenya
3875,Business Development Manager at ENKAVILLA,https://www.myjobmag.co.ke/job/70000/business-development-manager-enkavilla
3876,Business Development Manager at Wisen HR Services,https://www.myjobmag.co.ke/job/69905/business-development-manager-wisen-hr-services
3877,Assistant Director (Manager) â€“ Business Development at Ernst & Young,https://www.myjobmag.co.ke/job/69881/assistant-director-manager-business-development-ernst-young
3878,Enterprise Business Manager at Bright Vision Media Limited (BVM),https://www.myjobmag.co.ke/job/69877/enterprise-business-manager-bright-vision-media-limited-bvm
3879,Learning Analyst at Integrity Global,https://www.myjobmag.co.ke/job/69815/learning-analyst-integrity-global
3880,Claims Analyst at Resolution Insurance,https://www.myjobmag.co.ke/job/69811/claims-analyst-resolution-insurance
3881,Business Consultants at Resolution Insurance,https://www.myjobmag.co.ke/job/69810/business-consultants-resolution-insurance
3882,Business Development Manager Kenya at indaHash,https://www.myjobmag.co.ke/job/69782/business-development-manager-kenya-indahash
3883,Business Development Officer at Optiven Limited,https://www.myjobmag.co.ke/job/69765/business-development-officer-optiven-limited
3884,Insurance Business Development Officer at Optiven Limited,https://www.myjobmag.co.ke/job/69763/insurance-business-development-officer-optiven-limited
3885,Head of Agri-Business at Optiven Limited,https://www.myjobmag.co.ke/job/69761/head-of-agri-business-optiven-limited
3886,Assistant Manager â€“ Business Development at HFC Limited,https://www.myjobmag.co.ke/job/69759/assistant-manager-business-development-hfc-limited
3887,Regional Branch Business Manager at National Bank of Kenya,https://www.myjobmag.co.ke/job/69716/regional-branch-business-manager-national-bank-of-kenya
3888,Test Analyst at Standard Bank Group,https://www.myjobmag.co.ke/job/69708/test-analyst-standard-bank-group
3889,Business Analyst at Nairobi Securities Exchange,https://www.myjobmag.co.ke/job/69690/business-analyst-nairobi-securities-exchange
3890,IT Business Development Executive at Corporate Staffing,https://www.myjobmag.co.ke/job/69685/it-business-development-executive-corporate-staffing
3891,Raw /Packaging Materials Analyst at Janta Kenya,https://www.myjobmag.co.ke/job/69666/raw-packaging-materials-analyst-janta-kenya
3892,Business Analyst at Virtual HR,https://www.myjobmag.co.ke/job/69661/business-analyst-virtual-hr
3893,Data Analyst Internship at Twiga Foods,https://www.myjobmag.co.ke/job/69637/data-analyst-internship-twiga-foods
3894,Business Development Executive at Corporate Staffing,https://www.myjobmag.co.ke/job/69635/business-development-executive-corporate-staffing
3895,Sales & Area Business Developer at Janta Kenya,https://www.myjobmag.co.ke/job/69630/sales-amp-area-business-developer-janta-kenya
3896,User Support Officer/Business at Postbank,https://www.myjobmag.co.ke/job/69580/user-support-officer-business-postbank
3897,Regional People & Culture (HR) Business Partner at World Vision Kenya,https://www.myjobmag.co.ke/job/69558/regional-people-amp-culture-hr-business-partner-world-vision-kenya
3898,Business Development Manager at LipaPay,https://www.myjobmag.co.ke/job/69549/business-development-manager-lipapay
3899,Business Development and Marketing Executive at Wabcom Ventures Ltd,https://www.myjobmag.co.ke/job/69545/business-development-and-marketing-executive-wabcom-ventures-ltd
3900,Director Of Business Development at Arifu,https://www.myjobmag.co.ke/job/69522/director-of-business-development-arifu
3901,Business Development Consultant at Frost & Sullivan,https://www.myjobmag.co.ke/job/69519/business-development-consultant-frost-sullivan
3902,Business Analyst at Telkom Kenya,https://www.myjobmag.co.ke/job/69511/business-analyst-telkom-kenya
3903,Identity & Access Management Analyst at Save the Children,https://www.myjobmag.co.ke/job/69499/identity-amp-access-management-analyst-save-the-children
3904,Business Analyst at Lendable Marketplace,https://www.myjobmag.co.ke/job/69467/business-analyst-lendable-marketplace
3905,Business Development Assistant at Action Africa Help,https://www.myjobmag.co.ke/job/69460/business-development-assistant-action-africa-help
3906,Senior Research Analyst at IDC,https://www.myjobmag.co.ke/job/69438/senior-research-analyst-idc
3907,Market and Customer Research Analyst at Koko Networks,https://www.myjobmag.co.ke/job/69381/market-and-customer-research-analyst-koko-networks
3908,HRMIS Analyst at Telkom Kenya,https://www.myjobmag.co.ke/job/69377/hrmis-analyst-telkom-kenya
3909,E-Business Sales Executive at Standard Group,https://www.myjobmag.co.ke/job/69355/e-business-sales-executive-standard-group
3910,Horticulture Business Case Development & Implementation Advisor at SNV Netherlands Development Organisation,https://www.myjobmag.co.ke/job/69325/horticulture-business-case-development-amp-implementation-advisor-snv-netherlands-development-organisation
3911,"Lead Technical Adviser, Business Development at International Planned Parenthood Federation (IPPF)",https://www.myjobmag.co.ke/job/69299/lead-technical-adviser-business-development-international-planned-parenthood-federation-ippf
3912,Operations Business Manager - Cytonn Institute of Building Technology - Readvertisement at Cytonn Investments,https://www.myjobmag.co.ke/job/69255/operations-business-manager-cytonn-institute-of-building-technology-readvertisement-cytonn-investments
3913,Branch Business Manager at HFC Limited,https://www.myjobmag.co.ke/job/69254/branch-business-manager-hfc-limited
3914,Financial Analyst at Momentum Credit,https://www.myjobmag.co.ke/job/69246/financial-analyst-momentum-credit
3915,Distribution Analyst at Kenya Airways,https://www.myjobmag.co.ke/job/69216/distribution-analyst-kenya-airways
3916,Business Development Manager (Electrical Engineering at UPO (Unlimited Profit Opportunities),https://www.myjobmag.co.ke/job/69177/business-development-manager-electrical-engineering-upo-unlimited-profit-opportunities
3917,Retail and Real Estate Senior Analyst at Sagaci Research,https://www.myjobmag.co.ke/job/69164/retail-and-real-estate-senior-analyst-sagaci-research
3918,Business Administration Associate â€“ Procurement at Cytonn Investments,https://www.myjobmag.co.ke/job/69092/business-administration-associate-procurement-cytonn-investments
3919,Business Development & Administration Internship â€“ Supply Chain at Cytonn Investments,https://www.myjobmag.co.ke/job/69091/business-development-amp-administration-internship-supply-chain-cytonn-investments
3920,Agency Business Manager at Telkom Kenya,https://www.myjobmag.co.ke/job/69072/agency-business-manager-telkom-kenya
3921,Zonal Business Manager at Airtel,https://www.myjobmag.co.ke/job/69045/zonal-business-manager-airtel
3922,Business Development/ Sales Assistants at Seriani Asset Managers Limited,https://www.myjobmag.co.ke/job/69028/business-development-sales-assistants-seriani-asset-managers-limited
3923,Sales & Marketing Analyst at Cytonn Investments,https://www.myjobmag.co.ke/job/69027/sales-amp-marketing-analyst-cytonn-investments
3924,Innovation Analyst at Living Goods,https://www.myjobmag.co.ke/job/69016/innovation-analyst-living-goods
3925,General Insurance Business at Resolution Insurance,https://www.myjobmag.co.ke/job/69010/general-insurance-business-resolution-insurance
3926,Business Graduate Assistant at Zetech University,https://www.myjobmag.co.ke/job/69006/business-graduate-assistant-zetech-university
3927,Data Analyst at Duma works,https://www.myjobmag.co.ke/job/68976/data-analyst-duma-works
3928,Data Quality Analyst at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/68972/data-quality-analyst-co-operative-bank-of-kenya
3929,Business Systems Analyst at Crown Paints Kenya,https://www.myjobmag.co.ke/job/68968/business-systems-analyst-crown-paints-kenya
3930,Regional Business Unit Lead at 60 Degrees Ltd,https://www.myjobmag.co.ke/job/68965/regional-business-unit-lead-60-degrees-ltd
3931,Business Development Manager at CDL Human Resource,https://www.myjobmag.co.ke/job/68939/business-development-manager-cdl-human-resource
3932,Head Of Business Development at TruTrade Africa,https://www.myjobmag.co.ke/job/68936/head-of-business-development-trutrade-africa
3933,Data Analyst at African Population and Health Research Center,https://www.myjobmag.co.ke/job/68929/data-analyst-african-population-and-health-research-center
3934,Business Development Officer at Alternate Doors,https://www.myjobmag.co.ke/job/68914/business-development-officer-alternate-doors
3935,Business Intelligence Officer at World Agroforestry Centre (ICRAF),https://www.myjobmag.co.ke/job/68883/business-intelligence-officer-world-agroforestry-centre-icraf
3936,Business Development Specialist at Medtronic,https://www.myjobmag.co.ke/job/68880/business-development-specialist-medtronic
3937,Business Development Manager Philips Community Life Centers ( Kenya ) at Philips,https://www.myjobmag.co.ke/job/68879/business-development-manager-philips-community-life-centers-kenya-philips
3938,"Financial Controlling Analyst â€“ NSV,TI at Diageo",https://www.myjobmag.co.ke/job/68878/financial-controlling-analyst-nsv-ti-diageo
3939,Area Business Development Manager at Diageo,https://www.myjobmag.co.ke/job/68877/area-business-development-manager-diageo
3940,Financial Analyst - P&G Kenya at Procter & Gamble,https://www.myjobmag.co.ke/job/68849/financial-analyst-p-amp-g-kenya-procter-gamble
3941,Business Development Manager â€“ Retail Sales at Commercial Bank of Africa Ltd (CBA),https://www.myjobmag.co.ke/job/68767/business-development-manager-retail-sales-commercial-bank-of-africa-ltd-cba
3942,Business Development Manager at ENKAVILLA,https://www.myjobmag.co.ke/job/68751/business-development-manager-enkavilla
3943,Management Information Systems Analyst at BlueSky Consultants Ltd,https://www.myjobmag.co.ke/job/68749/management-information-systems-analyst-bluesky-consultants-ltd
3944,Security / Risk Analyst Intern at Insight Secure (formerly Warrior Security),https://www.myjobmag.co.ke/job/68747/security-risk-analyst-intern-insight-secure-formerly-warrior-security
3945,HR Business Partner at Dorbe-Leit Solutions Limited,https://www.myjobmag.co.ke/job/68724/hr-business-partner-dorbe-leit-solutions-limited
3946,Country Manager (eCommerce Business) at AMSCO (African Management Services Company),https://www.myjobmag.co.ke/job/68683/country-manager-ecommerce-business-amsco-african-management-services-company
3947,Database & Software Analyst at Independent Policing Oversight Authority (IPOA),https://www.myjobmag.co.ke/job/68677/database-amp-software-analyst-independent-policing-oversight-authority-ipoa
3948,Business Development Specialist (Renewable and Conventional Energy sector ) at alfanar,https://www.myjobmag.co.ke/job/68665/business-development-specialist-renewable-and-conventional-energy-sector-alfanar
3949,Administrative Assistant at Business Partner Consultants Limited (BPC),https://www.myjobmag.co.ke/job/68590/administrative-assistant-business-partner-consultants-limited-bpc
3950,Business Development Executives at Medanta Africare,https://www.myjobmag.co.ke/job/68567/business-development-executives-medanta-africare
3951,Global HR Business Partner at IntraHealth International,https://www.myjobmag.co.ke/job/68526/global-hr-business-partner-intrahealth-international
3952,It Business Continuity Management Analyst at Commercial Bank of Africa Ltd (CBA),https://www.myjobmag.co.ke/job/68494/it-business-continuity-management-analyst-commercial-bank-of-africa-ltd-cba
3953,Business Development Officer at Sanergy,https://www.myjobmag.co.ke/job/68493/business-development-officer-sanergy
3954,Marketing & Business Development Manager at Karen Country Club,https://www.myjobmag.co.ke/job/68492/marketing-amp-business-development-manager-karen-country-club
3955,Business Development Executive â€“ Recruitment Services at Corporate Staffing,https://www.myjobmag.co.ke/job/68483/business-development-executive-recruitment-services-corporate-staffing
3956,Business Development Manager at Living Goods,https://www.myjobmag.co.ke/job/68449/business-development-manager-living-goods
3957,"Business Development Manager , Aid and Relief at Bollore Transport & Logistics Kenya Limited",https://www.myjobmag.co.ke/job/68447/business-development-manager-aid-and-relief-bollore-transport-logistics-kenya-limited
3958,Assistant Due Diligence Analyst at Sheer Logic,https://www.myjobmag.co.ke/job/68432/assistant-due-diligence-analyst-sheer-logic
3959,Business Development Manager at Flexi-Personnel,https://www.myjobmag.co.ke/job/68382/business-development-manager-flexi-personnel
3960,Retail Business Coordinator at Career Outsourcing,https://www.myjobmag.co.ke/job/68380/retail-business-coordinator-career-outsourcing
3961,Regional Awards Analyst at Save the Children,https://www.myjobmag.co.ke/job/68378/regional-awards-analyst-save-the-children
3962,Workforce Performance Analyst at Safaricom Kenya,https://www.myjobmag.co.ke/job/68343/workforce-performance-analyst-safaricom-kenya
3963,Workforce Planning Analyst at Safaricom Kenya,https://www.myjobmag.co.ke/job/68342/workforce-planning-analyst-safaricom-kenya
3964,Data Analyst at Exclusive Personnel,https://www.myjobmag.co.ke/job/68330/data-analyst-exclusive-personnel
3965,System Analyst at Danish Refugee Council,https://www.myjobmag.co.ke/job/68325/system-analyst-danish-refugee-council
3966,IT Business Development Manager at UPO ( Unlimited Profit Opportunities) Limited,https://www.myjobmag.co.ke/job/68303/it-business-development-manager-upo-unlimited-profit-opportunities-limited
3967,Regional Awards Analyst at Save the Children,https://www.myjobmag.co.ke/job/68296/regional-awards-analyst-save-the-children
3968,Business Development Manager at Save the Children,https://www.myjobmag.co.ke/job/68295/business-development-manager-save-the-children
3969,General call for Talent Pool - Business Development Manager at Save the Children,https://www.myjobmag.co.ke/job/68289/general-call-for-talent-pool-business-development-manager-save-the-children
3970,Business Development Manager at Stratostaff,https://www.myjobmag.co.ke/job/68261/business-development-manager-stratostaff
3971,Aquaculture Business Development Officer at Farm Africa,https://www.myjobmag.co.ke/job/68260/aquaculture-business-development-officer-farm-africa
3972,Agile Test Analyst at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/68234/agile-test-analyst-co-operative-bank-of-kenya
3973,"Business Line Manager, Industrial Air Division at Atlas Copco",https://www.myjobmag.co.ke/job/68172/business-line-manager-industrial-air-division-atlas-copco
3974,Business Architect at Monsanto Company,https://www.myjobmag.co.ke/job/68150/business-architect-monsanto-company
3975,Youth Business Leader at Educate!,https://www.myjobmag.co.ke/job/68141/youth-business-leader-educate
3976,Senior Business Development Executive at Reeds Africa Consult,https://www.myjobmag.co.ke/job/68120/senior-business-development-executive-reeds-africa-consult
3977,Business Analyst at 3i Infotech Ltd.,https://www.myjobmag.co.ke/job/68109/business-analyst-3i-infotech-ltd
3978,Agile Test Analyst at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/68102/agile-test-analyst-co-operative-bank-of-kenya
3979,Business Development Manager at Fanisi HR Solutions,https://www.myjobmag.co.ke/job/68071/business-development-manager-fanisi-hr-solutions
3980,Business Development Associates at Growth Partners,https://www.myjobmag.co.ke/job/68068/business-development-associates-growth-partners
3981,Engineering Works Business Development Officer at Growth Partners,https://www.myjobmag.co.ke/job/68067/engineering-works-business-development-officer-growth-partners
3982,Business Development Manager at Fanisi HR Solutions,https://www.myjobmag.co.ke/job/68051/business-development-manager-fanisi-hr-solutions
3983,Regional Business Lead at Thomson Reuters,https://www.myjobmag.co.ke/job/68035/regional-business-lead-thomson-reuters
3984,IBM Research Lab Kenya IT Specialist - Senior Business Analyst at IBM,https://www.myjobmag.co.ke/job/68026/ibm-research-lab-kenya-it-specialist-senior-business-analyst-ibm
3985,Operations Analyst - Hospitality at Cytonn Investments,https://www.myjobmag.co.ke/job/68011/operations-analyst-hospitality-cytonn-investments
3986,Alternative Investments Analyst Intern at Cytonn Investments,https://www.myjobmag.co.ke/job/68009/alternative-investments-analyst-intern-cytonn-investments
3987,Client Analyst at Standard Bank Group,https://www.myjobmag.co.ke/job/67920/client-analyst-standard-bank-group
3988,Business Development Consultant at Virtual HR,https://www.myjobmag.co.ke/job/67881/business-development-consultant-virtual-hr
3989,Business Sales Executive at Prominent Cleaning Services,https://www.myjobmag.co.ke/job/67838/business-sales-executive-prominent-cleaning-services
3990,Business Development Officer â€“ (PBB Special Projects) at Standard Bank Group,https://www.myjobmag.co.ke/job/67821/business-development-officer-pbb-special-projects-standard-bank-group
3991,Business Development Manager Market Led Dairy Supply Chain Project at Heifer International,https://www.myjobmag.co.ke/job/67765/business-development-manager-market-led-dairy-supply-chain-project-heifer-international
3992,Senior Business Growth & Development Manager at Equity Bank Kenya,https://www.myjobmag.co.ke/job/67757/senior-business-growth-amp-development-manager-equity-bank-kenya
3993,Operations Business Manager - Cytonn Institute of Building Technology at Cytonn Investments,https://www.myjobmag.co.ke/job/67750/operations-business-manager-cytonn-institute-of-building-technology-cytonn-investments
3994,Investments Analyst Internships at Cytonn Investments,https://www.myjobmag.co.ke/job/67734/investments-analyst-internships-cytonn-investments
3995,Operations Business Manager at Cytonn Investments,https://www.myjobmag.co.ke/job/67733/operations-business-manager-cytonn-investments
3996,Private Equity Investment Analyst at Cytonn Investments,https://www.myjobmag.co.ke/job/67710/private-equity-investment-analyst-cytonn-investments
3997,Business Development & Administration Manager at Nrs Sacco,https://www.myjobmag.co.ke/job/67685/business-development-amp-administration-manager-nrs-sacco
3998,Public Market Analyst at Cytonn Investments,https://www.myjobmag.co.ke/job/67678/public-market-analyst-cytonn-investments
3999,Quality Analyst at Guinness,https://www.myjobmag.co.ke/job/67586/quality-analyst-guinness
4000,Business Process Improvement Manager at NIC Bank Kenya,https://www.myjobmag.co.ke/job/67583/business-process-improvement-manager-nic-bank-kenya
4001,Quality Analyst at Diageo,https://www.myjobmag.co.ke/job/67578/quality-analyst-diageo
4002,Research Analyst at IDC,https://www.myjobmag.co.ke/job/67574/research-analyst-idc
4003,Business Development Executive at Virtual HR,https://www.myjobmag.co.ke/job/67541/business-development-executive-virtual-hr
4004,Data Analyst at Kava,https://www.myjobmag.co.ke/job/67536/data-analyst-kava
4005,"Capacity Assessment Facilitator at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/67533/capacity-assessment-facilitator-international-business-technical-consultants-inc-ibtci
4006,Investment & Regional Strategies Analyst at FSD Africa,https://www.myjobmag.co.ke/job/67488/investment-amp-regional-strategies-analyst-fsd-africa
4007,"Contribution Analyst - Somalia TIS+ Evaluation at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/67449/contribution-analyst-somalia-tis-evaluation-international-business-technical-consultants-inc-ibtci
4008,Corporate Finance Analyst at British American Tobacco (BAT),https://www.myjobmag.co.ke/job/67411/corporate-finance-analyst-british-american-tobacco-bat
4009,Business Development Officer at Corporate Staffing,https://www.myjobmag.co.ke/job/67409/business-development-officer-corporate-staffing
4010,Senior System Analyst at APA Life Assurance Company Ltd,https://www.myjobmag.co.ke/job/67389/senior-system-analyst-apa-life-assurance-company-ltd
4011,Financial Analyst at International Finance Corporation (IFC),https://www.myjobmag.co.ke/job/67347/financial-analyst-international-finance-corporation-ifc
4012,Trade Information & Business Services Officer at Export Promotion Council,https://www.myjobmag.co.ke/job/67330/trade-information-amp-business-services-officer-export-promotion-council
4013,Risk Analyst at United Nations Office for Project Services (UNOPS),https://www.myjobmag.co.ke/job/67323/risk-analyst-united-nations-office-for-project-services-unops
4014,Supervision Officer - Financial Analyst at Retirement Benefits Authority,https://www.myjobmag.co.ke/job/67303/supervision-officer-financial-analyst-retirement-benefits-authority
4015,Full Stack GIS Developer and Spatial Analyst at Crop Nutrition Laboratory Services Ltd,https://www.myjobmag.co.ke/job/67300/full-stack-gis-developer-and-spatial-analyst-crop-nutrition-laboratory-services-ltd
4016,Research & Financial Analyst at Build Afrique,https://www.myjobmag.co.ke/job/67283/research-amp-financial-analyst-build-afrique
4017,Relationship Analyst at I&M Bank,https://www.myjobmag.co.ke/job/67201/relationship-analyst-i-amp-m-bank
4018,ESG Analyst at Phatisa,https://www.myjobmag.co.ke/job/67193/esg-analyst-phatisa
4019,Business Development Manager at Impala Club Kenya,https://www.myjobmag.co.ke/job/67173/business-development-manager-impala-club-kenya
4020,Wholesale Business â€“ Key Account Handler at Hasbah Kenya Limited,https://www.myjobmag.co.ke/job/67155/wholesale-business-key-account-handler-hasbah-kenya-limited
4021,ESG Analyst at Phatisa,https://www.myjobmag.co.ke/job/67147/esg-analyst-phatisa
4022,Investment Analyst at Indepth Research Services (IRES),https://www.myjobmag.co.ke/job/67123/investment-analyst-indepth-research-services-ires
4023,Software Business Developer at Janta Kenya,https://www.myjobmag.co.ke/job/67098/software-business-developer-janta-kenya
4024,Senior Business Developer at Janta Kenya,https://www.myjobmag.co.ke/job/67097/senior-business-developer-janta-kenya
4025,Data Analyst - Education at Lutheran World Federation,https://www.myjobmag.co.ke/job/67091/data-analyst-education-lutheran-world-federation
4026,Financial Analyst at Cellulant Corporation,https://www.myjobmag.co.ke/job/67040/financial-analyst-cellulant-corporation
4027,Regional Business Manager at Wildlife Conservation Society,https://www.myjobmag.co.ke/job/67035/regional-business-manager-wildlife-conservation-society
4028,Business Development Manager at Dari Restaurant,https://www.myjobmag.co.ke/job/67013/business-development-manager-dari-restaurant
4029,Business Development Executive - Bakery / Pastry Products at Linkark Consultants Ltd,https://www.myjobmag.co.ke/job/67003/business-development-executive-bakery-pastry-products-linkark-consultants-ltd
4030,Regional Branch Business at National Bank of Kenya,https://www.myjobmag.co.ke/job/66988/regional-branch-business-national-bank-of-kenya
4031,Director of Business Intelligence at Komaza Kenya,https://www.myjobmag.co.ke/job/66982/director-of-business-intelligence-komaza-kenya
4032,Business Development Intern at Techedge Limited,https://www.myjobmag.co.ke/job/66979/business-development-intern-techedge-limited
4033,Data Analyst Intern at Techedge Limited,https://www.myjobmag.co.ke/job/66978/data-analyst-intern-techedge-limited
4034,Inso Analyst - Nairobi at International NGO Safety Organisation (INSO),https://www.myjobmag.co.ke/job/66921/inso-analyst-nairobi-international-ngo-safety-organisation-inso
4035,Business Manager Beverage Packaging at Husky Injection Molding Systems,https://www.myjobmag.co.ke/job/66868/business-manager-beverage-packaging-husky-injection-molding-systems
4036,Business Software Consultant at Timecon,https://www.myjobmag.co.ke/job/66865/business-software-consultant-timecon
4037,Team Leader - Africa Clean Energy Business at SNV Netherlands Development Organisation,https://www.myjobmag.co.ke/job/66857/team-leader-africa-clean-energy-business-snv-netherlands-development-organisation
4038,Business Process Analyst at Britam,https://www.myjobmag.co.ke/job/66820/business-process-analyst-britam
4039,HR Officer at Nairobi Institute of Business Studies (NIBS),https://www.myjobmag.co.ke/job/66796/hr-officer-nairobi-institute-of-business-studies-nibs
4040,Business Designer at IDEO.org,https://www.myjobmag.co.ke/job/66761/business-designer-ideo-org
4041,Business Development Director at GeoTech,https://www.myjobmag.co.ke/job/66684/business-development-director-geotech
4042,Business Development Executive â€“ Upcountry at Corporate Staffing,https://www.myjobmag.co.ke/job/66668/business-development-executive-upcountry-corporate-staffing
4043,Business Development Executives at Virtual HR,https://www.myjobmag.co.ke/job/66612/business-development-executives-virtual-hr
4044,Business Operations Senior Associate at Komaza Kenya,https://www.myjobmag.co.ke/job/66602/business-operations-senior-associate-komaza-kenya
4045,Business Development Associate at Komaza Kenya,https://www.myjobmag.co.ke/job/66601/business-development-associate-komaza-kenya
4046,"Manager, Business Intelligence at Commercial Bank of Africa Ltd (CBA)",https://www.myjobmag.co.ke/job/66587/manager-business-intelligence-commercial-bank-of-africa-ltd-cba
4047,Business Account Manager at UnionPay International,https://www.myjobmag.co.ke/job/66555/business-account-manager-unionpay-international
4048,Business Development Manager at Corporate Staffing,https://www.myjobmag.co.ke/job/66545/business-development-manager-corporate-staffing
4049,Business Development Officer at Corporate Staffing,https://www.myjobmag.co.ke/job/66544/business-development-officer-corporate-staffing
4050,Business Development Executive at ManPower Services,https://www.myjobmag.co.ke/job/66533/business-development-executive-manpower-services
4051,Senior Research Analyst Telecoms at IDC,https://www.myjobmag.co.ke/job/66501/senior-research-analyst-telecoms-idc
4052,Media Analyst at Reelforge,https://www.myjobmag.co.ke/job/66476/media-analyst-reelforge
4053,General Manager at Business Partner Consultants Limited (BPC),https://www.myjobmag.co.ke/job/66391/general-manager-business-partner-consultants-limited-bpc
4054,Data Analyst at The International Centre for Reproductive Health,https://www.myjobmag.co.ke/job/66304/data-analyst-the-international-centre-for-reproductive-health
4055,Senior Quality Assurance Analyst at Arifu,https://www.myjobmag.co.ke/job/66296/senior-quality-assurance-analyst-arifu
4056,Director of Business Development at Arifu,https://www.myjobmag.co.ke/job/66294/director-of-business-development-arifu
4057,Business Operations Manager â€“ East Africa Academy Centre at Humanitarian Leadership Academy,https://www.myjobmag.co.ke/job/66234/business-operations-manager-east-africa-academy-centre-humanitarian-leadership-academy
4058,Franchisee Business Manager at Dorbe-Leit Solutions Limited,https://www.myjobmag.co.ke/job/66197/franchisee-business-manager-dorbe-leit-solutions-limited
4059,"General Manager, Business Development at PricewaterhouseCoopers (PWC)",https://www.myjobmag.co.ke/job/66171/general-manager-business-development-pricewaterhousecoopers-pwc
4060,Senior Transport Business Development Manager at Lori Systems,https://www.myjobmag.co.ke/job/66046/senior-transport-business-development-manager-lori-systems
4061,Business Development Manager at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/66043/business-development-manager-co-operative-bank-of-kenya
4062,Business Development at Caritas MFB,https://www.myjobmag.co.ke/job/66027/business-development-caritas-mfb
4063,"SIMS Data Analyst at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/66012/sims-data-analyst-international-business-technical-consultants-inc-ibtci
4064,Area Business Development at Janta Kenya,https://www.myjobmag.co.ke/job/65997/area-business-development-janta-kenya
4065,Supply Chain Operations Analyst at Bollore Transport & Logistics Kenya Limited,https://www.myjobmag.co.ke/job/65989/supply-chain-operations-analyst-bollore-transport-logistics-kenya-limited
4066,Supply Chain Finance Analyst at Bollore Transport & Logistics Kenya Limited,https://www.myjobmag.co.ke/job/65988/supply-chain-finance-analyst-bollore-transport-logistics-kenya-limited
4067,Seed Analyst at Monsanto Company,https://www.myjobmag.co.ke/job/65986/seed-analyst-monsanto-company
4068,Business Development Manager at CIC Insurance,https://www.myjobmag.co.ke/job/65983/business-development-manager-cic-insurance
4069,Business Development And Administration Interns at Cytonn Investments,https://www.myjobmag.co.ke/job/65957/business-development-and-administration-interns-cytonn-investments
4070,Business Development Manager at Ray Pharmaceuticals,https://www.myjobmag.co.ke/job/65954/business-development-manager-ray-pharmaceuticals
4071,Business Lead at Sanivation,https://www.myjobmag.co.ke/job/65953/business-lead-sanivation
4072,Multi lingual Recruitment Consultant/Business Development Manager at Summit Recruitment and search,https://www.myjobmag.co.ke/job/65951/multi-lingual-recruitment-consultant-business-development-manager-summit-recruitment-and-search
4073,Human Resources Business Partner at Summit Recruitment and search,https://www.myjobmag.co.ke/job/65949/human-resources-business-partner-summit-recruitment-and-search
4074,Business Analyst at Lendable Marketplace,https://www.myjobmag.co.ke/job/65942/business-analyst-lendable-marketplace
4075,General Manager- Financial Analysis and Business Improvement at NFT Consult,https://www.myjobmag.co.ke/job/65940/general-manager-financial-analysis-and-business-improvement-nft-consult
4076,Investment Analyst at Indepth Research Services (IRES),https://www.myjobmag.co.ke/job/65929/investment-analyst-indepth-research-services-ires
4077,Business Consultants at Resolution Health,https://www.myjobmag.co.ke/job/65928/business-consultants-resolution-health
4078,Business Development Regional Officer at Corporate Staffing,https://www.myjobmag.co.ke/job/65901/business-development-regional-officer-corporate-staffing
4079,"Monitoring & Verification Tools Scripter at International Business & Technical Consultants, Inc. (IBTCI)",https://www.myjobmag.co.ke/job/65889/monitoring-amp-verification-tools-scripter-international-business-technical-consultants-inc-ibtci
4080,Senior Research Analyst â€“ Telecoms â€“ East Africa at IDC,https://www.myjobmag.co.ke/job/65877/senior-research-analyst-telecoms-east-africa-idc
4081,Business Development and Administration Interns at Cytonn Investments,https://www.myjobmag.co.ke/job/65865/business-development-and-administration-interns-cytonn-investments
4082,Business Intelligence & System Fellow (3-6 Month Fellowship) at PowerGen Renewable Energy,https://www.myjobmag.co.ke/job/65855/business-intelligence-amp-system-fellow-3-6-month-fellowship-powergen-renewable-energy
4083,KDG Analyst at Citi,https://www.myjobmag.co.ke/job/65830/kdg-analyst-citi
4084,IT Business Development at Virtual HR,https://www.myjobmag.co.ke/job/65811/it-business-development-virtual-hr
4085,GIS Analyst at Kwale County Government,https://www.myjobmag.co.ke/job/65787/gis-analyst-kwale-county-government
4086,Business Development Manager at Current Customs limited,https://www.myjobmag.co.ke/job/65780/business-development-manager-current-customs-limited
4087,General Manager (Financial Analysis and Business Improvement) at Sanergy,https://www.myjobmag.co.ke/job/65777/general-manager-financial-analysis-and-business-improvement-sanergy
4088,Business Development Manager at Co-operative Bank of Kenya,https://www.myjobmag.co.ke/job/65707/business-development-manager-co-operative-bank-of-kenya
4089,Data Analyst at Sun King (Formerly Greenlight Planet),https://www.myjobmag.co.ke/job/65690/data-analyst-sun-king-formerly-greenlight-planet
4090,Head of Business Solution Center at PricewaterhouseCoopers (PWC),https://www.myjobmag.co.ke/job/65646/head-of-business-solution-center-pricewaterhousecoopers-pwc
